contractRecordsTO.SCPType,contractRecordsTO.beneficialOwner,contractRecordsTO.biddingProcess,contractRecordsTO.bolpatraId1,contractRecordsTO.bolpatraId2,contractRecordsTO.bolpatraId3,contractRecordsTO.contractAddress,contractRecordsTO.contractAmount,contractRecordsTO.contractDate,contractRecordsTO.contractId,contractRecordsTO.contractName,contractRecordsTO.contractStatus,contractRecordsTO.contractType,contractRecordsTO.contractorCountry1,contractRecordsTO.contractorCountry2,contractRecordsTO.contractorCountry3,contractRecordsTO.contractorGenericName,contractRecordsTO.contractorName1,contractRecordsTO.contractorName2,contractRecordsTO.contractorName3,contractRecordsTO.contractorType,contractRecordsTO.deliveryDate,contractRecordsTO.dlpEndDate,contractRecordsTO.dlpStartDate,contractRecordsTO.donorParty,contractRecordsTO.endOrCompleteDate,contractRecordsTO.estimatedCost,contractRecordsTO.fiscalYear,contractRecordsTO.grantLoanNo,contractRecordsTO.ifbNo,contractRecordsTO.isSCP,contractRecordsTO.outstandingValue,contractRecordsTO.percentageOfCompletion,contractRecordsTO.postValidationDate,contractRecordsTO.procurementCategoryId,contractRecordsTO.procurementMethodId,contractRecordsTO.projectDescription,contractRecordsTO.publicEntity,contractRecordsTO.publicEntityName,contractRecordsTO.sharedPercentage1,contractRecordsTO.sharedPercentage2,contractRecordsTO.sharedPercentage3,contractRecordsTO.sourceOfFund,contractRecordsTO.startDate,contractRecordsTO.totalPayment,contractRecordsTO.vat_no1,contractRecordsTO.vat_no2,contractRecordsTO.vat_no3,contractRecordsTO.warrantyPeriod,contract_id
Others,,Only e-Bid,NCB/SM/R/P/19/2079/080,,,Sinamangal-9 Kathmandu,8008579.80,23-04-2023,NCB/SM/R/P/19/2079/080,"NCB/SM/R/P/19/2079/080 -Sandhikharka Ward no 1, 2 Bazar areas and Ward no 7, Phudbang bazar Black top Area Road Maintenance",Completed,Unit rate contract,Nepal,--Select Country--,--Select Country--,Buddhi Bahadur Shrestha,Sanu Seti Devi Construction,,,Single,,09-07-2024,09-07-2023,,09-07-2023,10952791.35,,,NCB/SM/R/P/19/2079/080,Yes,0.00,100,,Works,NCB,"Sandhikharka Ward no 1, 2 Bazar areas and Ward no 7, Phudbang bazar Black top Area Road Maintenance",2128,Sandhikharka Municipality,100,,,Goverment,24-04-2023,8008500.00,611145020,,,0,NCB/SM/R/P/19/2079/080 
,,Only e-Bid,IDO/MYAGDI/NCB/W/CTP /12/079-80,IDO/MYAGDI/NCB/W/CTP /12/079-80,,"Tarkeshwor, Kathmandu",9350486.70,13-08-2023,IDO/MYAGDI/NCB/W/CTP /12/079-80,"Construction of  Paudwar Tatopani Thurung  Trail Bridge over  Kaligandki River, Annpurna RM Through Construction Turn Key Package",In-Progress,Unit rate contract,Nepal,Nepal,Nepal,"M/S   Sanjeeb - Ujjwal Joint Venture, Tarkeshwor, Kathmandu",Sanjeeb Nirman Sewa,Ujjwal Nirman Sewa,,Joint Venture,,01-09-2025,01-08-2024,,31-07-2024,11353312.18,,,IDO/MYAGDI/NCB/W/CTP /12/079-80,No,0.00,0,,Works,NCB,Construction Trail Bridge At Kali Khola,1922,"Infrastructure Development Office, Myagdi",60,40,,Goverment,20-08-2023,0.00,300448917,608387974,,0,IDO/MYAGDI/NCB/W/CTP /12/079-80 
,,Only e-Bid,KRMP/GRB/NCB/31/079/80,KRMP/GRB/NCB/31/079/80,KRMP/GRB/NCB/31/079/80,"Thakurbaba-4, Bardiya",134052932.02,04-08-2023,KRMP/GRB/NCB/31/079/80,KRMP/GRB/NCB/31/079/80,In-Progress,Unit rate contract,Nepal,Nepal,--Select Country--,NS-Bayan-Khumchandra JV,NS Infrastructure Pvt.Ltd.,Bayan Builder Pvt.Ltd.,,Joint Venture,,20-07-2025,21-07-2024,,20-07-2024,163523720.07,2080/81,,KRMP/GRB/NCB/31/079/80,No,134052932.02,0,,Works,NCB,"Construction of embankment, Spur and Antiflood sluice",696,"Irrigation and Water Resource Management Project, Rajapur, Bardiya",40,35,25,Goverment,11-08-2023,0.00,602397551,303815042,,0,KRMP/GRB/NCB/31/079/80
,,Only e-Bid,KRMP/GRB/NCB/32/079/80,KRMP/GRB/NCB/32/079/80,KRMP/GRB/NCB/32/079/80,Nepalgunj Banke,82615506.58,04-08-2023,KRMP/GRB/NCB/32/079/80,KRMP/GRB/NCB/32/079/80,In-Progress,Unit rate contract,Nepal,Nepal,Nepal,NS Bayan BSeven JV,NS Infrastructure Pvt.Ltd.,Bayan Builder Pvt.Ltd.,Bseven Construction Pvt.Ltd.,Joint Venture,,20-07-2025,21-07-2024,,20-07-2024,101225533.61,2080/81,,KRMP/GRB/NCB/32/079/80,No,82615506.58,0,,Works,NCB,"Construction of embankment, Spur and Antiflood sluice at Rajapur-10 Pahadipur.",696,"Irrigation and Water Resource Management Project, Rajapur, Bardiya",40,35,25,Goverment,11-08-2023,0.00,602397551,303815042,606610184,0,KRMP/GRB/NCB/32/079/80
,,Only e-Bid,KRMP/GRB/NCB/30/079/80,KRMP/GRB/NCB/30/079/80,,"Kohalpur-4, Banke",31760788.75,05-04-2023,KRMP/GRB/NCB/30/079/80,KRMP/GRB/NCB/30/079/80,Completed,Unit rate contract,Nepal,Nepal,--Select Country--,Indradevi-Hari JV,"Indradevi Nirman Sewa, Kohalpur-4 Banke","Hari Nirman Sewa, Manma-2 Kalikot",,Joint Venture,,10-07-2024,11-07-2023,,11-07-2023,35200931.32,2079/80,,KRMP/GRB/NCB/30/079/80,No,0.00,100,,Works,NCB,Construction of embankment and spur,696,"Irrigation and Water Resource Management Project, Rajapur, Bardiya",60,40,,Goverment,05-04-2023,30101220.13,302716711,303670621,,0,KRMP/GRB/NCB/30/079/80
,,Only e-Bid,KRMP/GRB/NCB/27/079/80,,,Nepalgunj-18 banke,100272953.51,12-03-2023,KRMP/GRB/NCB/27/079/80,KRMP/GRB/NCB/27/079/80,Completed,Unit rate contract,Nepal,--Select Country--,--Select Country--,Narayanam Nirman Sewa Pvt.Ltd.,Narayanam Nirman Sewa Pvt.Ltd.,,,Single,,04-07-2024,05-07-2023,,10-03-2024,100383574.49,2079/80,,KRMP/GRB/NCB/27/079/80,No,0.00,100,,Works,NCB,Construction of embankment and spur,696,"Irrigation and Water Resource Management Project, Rajapur, Bardiya",100,,,Goverment,12-03-2023,95275534.72,603537282,,,0,KRMP/GRB/NCB/27/079/80
,,Only e-Bid,KRMP/KLB/NCB/MT-04/079/80,KRMP/KLB/NCB/MT-04/079/80,,Tulsipur-5 Dang,109144363.72,16-03-2023,KRMP/KLB/NCB/MT-04/079/80,KRMP/KLB/NCB/MT-04/079/80,Completed,Unit rate contract,Nepal,Nepal,--Select Country--,Nabjanukadevi-Sharada JV,Nabajanukadevi Construction & Suppliers Pvt.Ltd.,Sharada Shree Nirman Sewa Pvt.Ltd.,,Joint Venture,,10-06-2024,11-06-2023,,14-03-2024,109944169.08,2079/80,,KRMP/KLB/NCB/MT-04/079/80,No,0.00,100,,Works,NCB,Construction & maintenance of embankment & Spur,696,"Irrigation and Water Resource Management Project, Rajapur, Bardiya",60,40,,Goverment,16-03-2023,108465285.70,609907164,610391084,,0,KRMP/KLB/NCB/MT-04/079/80
,,Only e-Bid,KRMP/GRB/NCB/28/079/80,KRMP/GRB/NCB/28/079/80,KRMP/GRB/NCB/28/079/80,"Uttargaya-2, Rasuwa",157674267.39,16-03-2023,KRMP/GRB/NCB/28/079/80,KRMP/GRB/NCB/28/079/80,In-Progress,Unit rate contract,Nepal,Nepal,--Select Country--,Nabajanukadevi-New Tech-Sundaradevi JV,Nabajanukadevi Construction & Suppliers Pvt.Ltd.,New Tech Engineering and Construction Pvt.Ltd.,,Joint Venture,,15-03-2025,15-03-2024,,15-03-2024,158075386.20,2079/80,,KRMP/GRB/NCB/28/079/80,No,157674267.39,0,,Works,NCB,"Construction of embankment, Spur & antiflood sluice",696,"Irrigation and Water Resource Management Project, Rajapur, Bardiya",50,25,25,Goverment,16-03-2023,0.00,609907164,609592212,,0,KRMP/GRB/NCB/28/079/80
,,Only e-Bid,KRMP/GRB/NCB/29/079/80,KRMP/GRB/NCB/29/079/80,,"Uttargaya-2, Rasuwa",72103894.96,16-03-2023,KRMP/GRB/NCB/29/079/80,KRMP/GRB/NCB/29/079/80,In-Progress,Unit rate contract,Nepal,Nepal,--Select Country--,Nabjanukadevi-New Tech JV,Nabajanukadevi Construction & Suppliers Pvt.Ltd.,New Tech Engineering and Construction Pvt.Ltd.,,Joint Venture,,15-03-2025,15-03-2024,,15-03-2024,79269968.28,2079/80,,KRMP/GRB/NCB/29/079/80,No,33787021.40,53,,Works,NCB,Construction of embankment & Spur,696,"Irrigation and Water Resource Management Project, Rajapur, Bardiya",70,30,,Goverment,16-03-2023,38316873.58,609907164,609592212,,0,KRMP/GRB/NCB/29/079/80
,,Only e-Bid,KRMP/KLB/NCB/25/079/80,KRMP/KLB/NCB/25/079/80,KRMP/KLB/NCB/25/079/80,Tikapur Kailali,75612726.13,16-12-2022,KRMP/KLB/NCB/25/079/80,KRMP/KLB/NCB/25/079/80,In-Progress,Unit rate contract,Nepal,Nepal,Nepal,Shanidev-KDN-Singh JV,Shanidev Nirman Sewa Pvt. Ltd.,KDN Nirman Company Pvt. Ltd.,Singh Construction,Joint Venture,,09-07-2025,09-07-2024,,09-07-2024,123857413.28,2079/80,,KRMP/KLB/NCB/25/079/80,No,61939585.70,18,,Works,NCB,Construction of embankment Spur & Antiflood sluice,696,"Irrigation and Water Resource Management Project, Rajapur, Bardiya",40,30,30,Goverment,16-12-2022,13673140.38,605916577,303641937,300224614,0,KRMP/KLB/NCB/25/079/80
,,Only e-Bid,KRMP/KLB/NCB/26/079/80,KRMP/KLB/NCB/26/079/80,,"Uttargaya-2, Rasuwa",116286302.70,12-12-2022,KRMP/KLB/NCB/26/079/80,KRMP/KLB/NCB/26/079/80,Completed,Unit rate contract,Nepal,Nepal,--Select Country--,Nabajanukadevi-New Teh JV,Nabajanukadevi Construction & Suppliers Pvt.Ltd.,New Tech Engineering and Construction Pvt.Ltd.,,Joint Venture,,06-07-2024,07-07-2023,,09-07-2024,135979920.66,2079/80,,KRMP/KLB/NCB/26/079/80,No,0.00,100,,Works,NCB,"Construction of embankment, Spur and Antiflood sluice",696,"Irrigation and Water Resource Management Project, Rajapur, Bardiya",70,30,,Goverment,16-12-2022,115850576.73,609907164,609592212,,0,KRMP/KLB/NCB/26/079/80
,,Only e-Bid,0,,,Tilotama Rupandehi,40953553.91,15-05-2023,RIDOKAP/10134/NCB/79-80/73,Kapilvastu Nagarpalika Bhikkshu Chowk Malpara-Bijgauri Road,In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,Darsan Malika Builders Pvt Ltd,Darsan Malika Builders Pvt Ltd,,,Single,,14-05-2024,14-05-2024,,15-05-2023,44733004.16,2079/80,,09/RIDOKAP/079-80/73,No,0.00,0,,Works,NCB,Kapilvastu Nagarpalika Bhikkshu Chowk Malpara-Bijgauri Road,4749,"Road Infrastructure Developmant Office, Kapilvastu",100,,,Goverment,15-05-2023,0.00,609676642,,,0,RIDOKAP/10134/NCB/79-80/73
,,Only e-Bid,0,0,0,Siddharthanagar-9 Rupandehi,18878910.00,08-06-2023,RIDOKAP/10134/NCB/CTP/79-80/156,"Fabrication,Supply,Transportation,Construction and Erection of Baba Kurtighat trail Bridges over Banganga River Buddhabhumi 10 Kapilvastu",In-Progress,Unit rate contract,Nepal,Nepal,MarshallIslands,Afjal-tyson JV,Afjal-tyson jv,Afjal-tyson jv,0,Joint Venture,,07-06-2025,07-06-2024,,06-06-2024,21104457.53,2079/80,,14/RIDOKAP/079-80/156,No,0.00,0,,Works,NCB,"Fabrication,Supply,Transportation,Construction and Erection of Baba Kurtighat trail Bridges over Banganga River Buddhabhumi 10 Kapilvastu",4749,"Road Infrastructure Developmant Office, Kapilvastu",50,50,0,Goverment,08-06-2023,0.00,620018403,620018403,0,0,RIDOKAP/10134/NCB/CTP/79-80/156
,,Only e-Bid,0,0,0,Tulsipur-5 Dang,34164813.19,06-07-2024,RIDOKAP/10134/NCB/079-80/157,"Construction Of Bhutaha multicel Box Culvert along Patariya road,Kapilbastu",In-Progress,Unit rate contract,Nepal,Nepal,Antarctica,Sharma-garba Rumba JV,Sharma-Garba Rumba JV,Sharma-Garba Rumba JV,0,Joint Venture,,06-07-2026,06-07-2025,,06-07-2024,46553638.45,2079/80,,15/RIDOKAP/079-80/157,No,0.00,0,,Works,NCB,"Construction Of Bhutaha multicel Box Culvert along Patariya road,Kapilbastu",4749,"Road Infrastructure Developmant Office, Kapilvastu",50,50,0,Goverment,05-07-2024,0.00,620106201,620106201,0,0,RIDOKAP/10134/NCB/079-80/157
,,Only e-Bid,,,,"Butwal-11,rupandehi",7426994.98,12-03-2023,UDB-RUP/34701013/NCB/079-80/83,"Construction of  Infrastructure(Tharu Meusam) at Tharu Kalyankari shabha,Omsatiya-02,Rupandehi.",In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,Dirghayu Construction & suppliers Pvt Ltd,Dirghayu Construction & suppliers Pvt Ltd,,,Single,,,,,,10000000.00,2079/80,,UDB-RUP/34701013/NCB/079-80/83,No,100.00,100,,Works,NCB,"Construction of  Infrastructure(Tharu Meusam) at Tharu Kalyankari shabha,Omsatiya-02,Rupandehi.",2044,"Urban Development and Building Office, Rupandehi",100,,,Goverment,,0.00,609619421,,,0,UDB-RUP/34701013/NCB/079-80/83
,,Only e-Bid,,,,Kathmandu-32 Koteshwor,2092285.40,03-04-2023,UDB-RUP/34701012/ NCB/079-80/85,"Upgrading and Construction of Drain & Road at Chauwannapur to Bakalipur Buddhabhumi-9,Kapilvastu",In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,Shiva Jyoti Construction And Suppliers,Shiva Jyoti Construction And Suppliers,,,Single,,,,,,3000000.00,2079/80,,UDB-RUP/34701012/ NCB/079-80/85,No,100.00,100,,Works,NCB,"Upgrading and Construction of Drain & Road at Chauwannapur to Bakalipur Buddhabhumi-9,Kapilvastu",2044,"Urban Development and Building Office, Rupandehi",100,,,Goverment,,0.00,610316892,,,0,UDB-RUP/34701012/ NCB/079-80/85
,,Only e-Bid,,,,Kathmandu,47417790.15,02-04-2023,UDB-RUP/34701014/ NCB/ 079-80/65,"Construction Works Of Rural & Small City Infrastructure Development at Tilottama-17,Thatharihawa and other Tole ,Rupandehi.",In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,Satyawati Construction Pvt.Ltd.,Satyawati Construction Pvt.Ltd.,,,Single,,,,,,50000000.00,2079/80,,UDB-RUP/34701014/ NCB/ 079-80/65,No,100.00,100,,Works,NCB,"Construction Works Of Rural & Small City Infrastructure Development at Tilottama-17,Thatharihawa and other Tole ,Rupandehi.",2044,"Urban Development and Building Office, Rupandehi",100,,,Goverment,,6000000.00,603494680,,,0,UDB-RUP/34701014/ NCB/ 079-80/65
,,Only e-Bid,,,,"Anamnagar, kathmandu",68549208.00,02-04-2023,UDB-RUP/35000022/NCB/079-80/59,Construction of Building Construction Work of Marchawar Adarsha Ma Vi school building at Kotahimai-5 Marchawar Rupandehi,In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,Ramsagar builders,Ramsagar builders,,,Single,,,,,,100000000.00,2079/80,,UDB-RUP/35000022/NCB/079-80/59,No,100.00,100,,Works,NCB,Construction of Building Construction Work of Marchawar Adarsha Ma Vi school building at Kotahimai-5 Marchawar Rupandehi,2044,"Urban Development and Building Office, Rupandehi",100,,,Goverment,,30000000.00,600246329,,,0,UDB-RUP/35000022/NCB/079-80/59
,,Only e-Bid,,,,"Shivapur-7,kapilvastu",34562523.43,02-04-2023,UDB-RUP/34701012/NCB/079-80/63,"Construction of Infrastructure at Binayak Tole, Mayadevi-08, Rupandehi",In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,KC Nirman sewa,KC Nirman sewa,,,Single,,,,,,40000000.00,2079/80,,UDB-RUP/34701012/NCB/079-80/63,No,100.00,100,,Works,NCB,"Construction of Infrastructure at Binayak Tole, Mayadevi-08, Rupandehi",2044,"Urban Development and Building Office, Rupandehi",100,,,Goverment,,6000000.00,76540222,,,0,UDB-RUP/34701012/NCB/079-80/63
,,Only e-Bid,,,,",Butwal-10,Rupandehi",32654455.30,11-04-2023,UDB-RUP/34701012/NCB/079-80/64,"Construction of Infrastructure at Chhapiya Gaun, Siyari-4, Rupandehi",In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,Siddhartha Darshan Builders Pvt. Ltd,"Siddhartha Darshan Builders Pvt. Ltd,Butwal-10,Rupandehi",,,Single,,,,,,40000000.00,2079/80,,UDB-RUP/34701012/NCB/079-80/64,No,100.00,50,,Works,NCB,"Construction of Infrastructure at Chhapiya Gaun, Siyari-4, Rupandehi",2044,"Urban Development and Building Office, Rupandehi",100,,,Goverment,,4500000.00,300089396,,,0,UDB-RUP/34701012/NCB/079-80/64
,,Only e-Bid,,,,"Palhinandan-05,Nawalparasi West.",13165489.38,01-11-2023,UDB-RUP/34701012/NCB/079-80/33,"Upgrading work of road at Palhinandan-1, Sunari, Palinandan-02, Harpur,Palinandan-03,Kusma Palinandan-06, Paderi and Ramgram-16, Hakui.Nawalparasi West.",In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,Durga Constructions,"Durga Constructions ,Palhinandan-05,Nawalparasi West.",,,Single,,,,,,18000000.00,2079/80,,UDB-RUP/34701012/NCB/079-80/33,No,100.00,80,,Works,NCB,"Upgrading work of road at Palhinandan-1, Sunari, Palinandan-02, Harpur,Palinandan-03,Kusma Palinandan-06, Paderi and Ramgram-16, Hakui.Nawalparasi West.",2044,"Urban Development and Building Office, Rupandehi",100,,,Goverment,,6000000.00,611753694,,,0,UDB-RUP/34701012/NCB/079-80/33
,,Only e-Bid,,,,Tilottama.,33224176.12,09-04-2023,UDB-RUP/34701014/ NCB/ 079-80/62,"Construction of Rural and Urban Settlement Infrastructure at Majhgawa, Rupandehi",In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,Darsan malika Builders Pvt.Ltd.,Darsan malika Builders Pvt.Ltd.Tilottama.,,,Single,,,,,,40000000.00,2079/80,,UDB-RUP/34701014/ NCB/ 079-80/62,No,100.00,50,,Works,NCB,"Construction of Rural and Urban Settlement Infrastructure at Majhgawa, Rupandehi",2044,"Urban Development and Building Office, Rupandehi",100,,,Goverment,,0.00,609676642,,,0,UDB-RUP/34701014/ NCB/ 079-80/62
,,Only e-Bid,,,,"Siddharthanagar,Rupandehi",27435942.62,09-04-2023,UDB-RUP/34701014/ NCB/ 079-80/71,"Construction of Infrastructures  at   Mahalawar-Majdiya Road  at Lumbini Sanskritic Municipality, Rupandehi",In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,Asiyali Construction & Services,"Asiyali Construction & Services,Siddharthanagar,Rupandehi",,,Single,,,,,,35000000.00,2079/80,,UDB-RUP/34701014/ NCB/ 079-80/71,No,100.00,50,,Works,NCB,"Construction of Infrastructures  at   Mahalawar-Majdiya Road  at Lumbini Sanskritic Municipality, Rupandehi",2044,"Urban Development and Building Office, Rupandehi",100,,,Goverment,,0.00,300031188,,,0,UDB-RUP/34701014/ NCB/ 079-80/71
,,--Select Bidding Process --,IDO/MYAGDI/NCB/W/BRIDGE/10/079-080,IDO/MYAGDI/NCB/W/BRIDGE/10/079-080,IDO/MYAGDI/NCB/W/BRIDGE/10/079-080,Ramrekha Baglung,41083156.88,13-10-2023,IDO/MYAGDI/NCB/W/BRIDGE/10/079-080,Constriction of Adhiwara Khola Motorable Bridge,In-Progress,Unit rate contract,Nepal,Nepal,Nepal,M/S B.M.A/Konda JV,M/S B.M.A/Konda JV,BMA Nirman sewa,Konda Construction,Joint Venture,,09-04-2026,10-04-2025,,09-04-2025,60979994.70,2079/80,,IDO/MYAGDI/NCB/W/BRIDGE/10/079-080,No,0.00,0,,Works,NCB,Constriction of Adhiwara Khola Motorable Bridge,1922,"Infrastructure Development Office, Myagdi",100,70,30,Goverment,20-10-2023,0.00,620569602,303656012,604856380,0,IDO/MYAGDI/NCB/W/BRIDGE/10/079-080
,,Only e-Bid,,,,Pokhara,34115572.48,16-10-2023,IDO/MYAGDI/NCB/W/BRIDGE/11/079-80(Re),Constriction of Arje Khola Motorable Bridge,In-Progress,Unit rate contract,Nepal,Nepal,Nepal,M/S Praman/Saras JV,"Praman Saras JV, Pokhara",Praman Builders Pvt. Ltd.,Saras Builders Pvt. Ltd.,Joint Venture,,16-04-2026,16-04-2025,,16-04-2025,43144682.96,2079/80,,IDO/MYAGDI/NCB/W/BRIDGE/11/079-80(Re),No,0.00,0,,Works,NCB,construction of Arje Khola Motorable Bridge,1922,"Infrastructure Development Office, Myagdi",100,51,49,Goverment,23-10-2023,0.00,620568937,604242091,606830546,0,IDO/MYAGDI/NCB/W/BRIDGE/11/079-80(Re)
,,Only e-Bid,,,,Ktm,3294444.92,18-04-2023,BRM/NCB/WORKS/07/2079/080,Construction of Athithi Griha Bhaban,In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,Aariz M.H Construction Pvt.Ltd,Aariz M.H Construction Pvt.Ltd,,,Single,,14-11-2024,17-10-2023,,17-10-2023,3499989.00,2080/81,,BRM/NCB/WORKS/07/2079-080,No,80.00,80,,Works,NCB,Construction of Atithi Griha Bhaban,1727,Bandipur Rural Municipality,100,,,Goverment,18-04-2023,0.00,609659227,,,0,BRM/NCB/WORKS/07/2079/080
,,Only e-Bid,,,,Markichwok,10849873.03,02-11-2023,BRM/NCB/WORKS/03/2080-081,Upgrading of Bandipur-Khahare-Seratar-Sukhaura Road,In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,Chhimkeshwori Redimix And Precast Concrete Company,Chhimkeshwori Redimix And Precast Concrete Company,,,Single,,12-05-2025,12-04-2024,,12-04-2024,15999886.00,2080/81,,BRM/NCB/WORKS/03/2080-081,No,0.00,100,,Works,NCB,Upgrading of Bandipur-Khahare-Seratar-Sukhaura Road,1727,Bandipur Rural Municipality,100,,,Goverment,02-11-2023,0.00,609842856,,,0,BRM/NCB/WORKS/03/2080-081
,,Only e-Bid,,,,"Birendranagar-04,Surkhet",9434209.68,06-11-2023,BRM/NCB/WORKS/02/2080/081,Upgrading of Bandipur-Dharampani Road,In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,Prem Construction,Prem Construction,,,Single,,30-05-2025,30-04-2024,,30-04-2024,15997000.00,2080/81,,BRM/NCB/WORKS/02/2080-081,No,0.00,0,,Works,NCB,Upgrading of Bandipur Dharampani Road,1727,Bandipur Rural Municipality,100,,,Goverment,21-11-2023,0.00,609035292,,,0,BRM/NCB/WORKS/02/2080/081
,,Only e-Bid,,,,"Naugad 3, Darchula",6011064.40,08-11-2023,01,Construction of Ward Office Building Naugad 1 Darchula,Completed,Unit rate contract,Nepal,--Select Country--,--Select Country--,B M R Construction Company Pvt. Ltd.,B M R Construction Company Pvt. Ltd.,,,Single,,,,,,10281841.76,2080/81,,NRM/NCB/W/03-2080/081,No,0.00,100,,Works,NCB,Building Construction Work,3900,Naugad Rural Municipality,20,,,Goverment,,6011064.40,609859146,,,0,01
,,Only e-Bid,,,,"Siddharthanagar-09, Rupandehi",221748124.93,27-09-2023,RRM/PAL/NCB/W/11-079/80,Construction of Rainadevi Chhahara 15 Bed Primary Hospital,In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,Prakritik Nirman Pvt.Ltd.,Prakirtik Nirman Pvt. Ltd.,,,Single,,,,,27-11-2026,202354845.18,2079/80,,RRM/PAL/NCB/W/11-079/80,No,0.00,0,,Works,NCB,Construction of Rainadevi Chhahara 15 Bed Primary Hospital,2110,Rainadevi Chhahara Rural Municipality,100,,,Goverment,28-11-2023,0.00,300896770,,,0,RRM/PAL/NCB/W/11-079/80
,,Only e-Bid,,,,"Resunga -09, Gulmi",5950681.32,03-10-2023,RRM/PAL/NCB/W/01-080/81,Upgrading of Dhajabanne-Pelawas-Taalpokhara-Arghakhanchi Road,Completed,Unit rate contract,Nepal,--Select Country--,--Select Country--,Western Popular Construction Pvt. Ltd.,Western Popular Construction Pvt. Ltd.,,,Single,,,,,14-07-2024,7918178.40,2080/81,,RRM/PAL/NCB/W/01-080/81,No,0.00,100,,Works,NCB,Upgrading of Dhajabanne-Pelawas-Taalpokhara-Arghakhanchi Road,2110,Rainadevi Chhahara Rural Municipality,100,,,Goverment,08-12-2023,0.00,606644709,,,0,RRM/PAL/NCB/W/01-080/81
,,Only e-Bid,0,,,Kaplivastu Municipality-01,2175286.29,06-12-2023,RIDOKAP/10134/NCB/080-81/02,Labani chowk to Sisahaniya Nandanagar Siddhipur Sohasa road upgradation,In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,SK Nirmaan Sewa,SK Nirmaan Sewa,,,Single,,30-06-2025,30-06-2024,,29-06-2024,3598994.19,2080/81,,01/RIDOKAP/080-81/02,No,0.00,0,,Works,NCB,Labani chowk to Sisahaniya Nandanagar Siddhipur Sohasa road upgradation,4749,"Road Infrastructure Developmant Office, Kapilvastu",0,,,Goverment,06-12-2023,0.00,613202864,,,0,RIDOKAP/10134/NCB/080-81/02
,,Only e-Bid,0,,,"Lu.Sa.Na.Pa-10, Rupandehi",2621971.90,08-12-2023,RIDOKAP/10134/NCB/080-81/03,Jharuwa chowk Mahatiniya Sisahaniya Bhagwanpur road upgradation,In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,Ojash Construction,Ojash Construction,,,Single,,30-06-2025,30-06-2024,,29-06-2024,3999127.91,2080/81,,01/RIDOKAP/080-81/03,No,0.00,0,,Works,NCB,Jharuwa chowk Mahatiniya Sisahaniya Bhagwanpur road upgradation,4749,"Road Infrastructure Developmant Office, Kapilvastu",0,,,Goverment,08-12-2023,0.00,612176157,,,0,RIDOKAP/10134/NCB/080-81/03
,,Only e-Bid,0,,,Kapilvastu Municipality-03,3944507.58,07-12-2023,RIDOKAP/10134/NCB/080-81/08,Barrohiya chowk Mungehari Manpur Madarhawa Mahadev Baluhawa road upgradation,In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,Tiwari Nirman Sewa,Tiwari Nirman Sewa,,,Single,,29-12-2023,30-06-2024,,29-06-2024,5997241.17,2080/81,,01/RIDOKAP/080-81/08,No,0.00,0,,Works,NCB,Barrohiya chowk Mungehari Manpur Madarhawa Mahadev Baluhawa road upgradation,4749,"Road Infrastructure Developmant Office, Kapilvastu",0,,,Goverment,07-12-2023,0.00,616139947,,,0,RIDOKAP/10134/NCB/080-81/08
,,Only e-Bid,0,,,Kapilvastu Municipality-04,2230300.59,06-12-2023,RIDOKAP/10134/NCB/080-81/10,Maryadpur Sultanpur Sihakhor Piparahawa road upgradation,In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,Sujal Construction,Sujal Construction,,,Single,,29-06-2025,30-06-2024,,29-06-2024,2997401.20,2080/81,,01/RIDOKAP/080-81/10,No,0.00,0,,Works,NCB,Maryadpur Sultanpur Sihakhor Piparahawa road upgradation,4749,"Road Infrastructure Developmant Office, Kapilvastu",0,,,Goverment,06-12-2023,0.00,305403034,,,0,RIDOKAP/10134/NCB/080-81/10
