sl_no,pe_name,contract_name,contract_amount,procurement_category,procurement_method,status,contract_code,SCPType,beneficialOwner,biddingProcess,bolpatraId1,bolpatraId2,bolpatraId3,contractAddress,contractDate,contractType,contractorCountry1,contractorCountry2,contractorCountry3,contractorGenericName,contractorName1,contractorName2,contractorName3,contractorType,deliveryDate,dlpEndDate,dlpStartDate,donorParty,endOrCompleteDate,estimatedCost,fiscalYear,grantLoanNo,ifbNo,isSCP,outstandingValue,percentageOfCompletion,postValidationDate,projectDescription,publicEntity,publicEntityName,sharedPercentage1,sharedPercentage2,sharedPercentage3,sourceOfFund,startDate,totalPayment,vat_no1,vat_no2,vat_no3,warrantyPeriod,contract_id
1163,Road Division Chandranigahpur,"Road Improvement along Sisautiya Godaita Jaypur Madhuvangoth road, Sarlahi",8006586.75,Works,NCB,Completed,RDCNP/33701169/2079/80-23,,,Only e-Bid,,,,"Katahariya, Rautaha",03-02-2023,Unit rate contract,Nepal,--Select Country--,--Select Country--,Gadhimai Riya Constration,Gadhimai Riya Constration,,,Single,,10-08-2024,10-07-2023,,10-07-2023,9653533.97,2079/80,,RDCNP/33701169/2079/80-23,No,0.0,100,,"Road Improvement along Sisautiya Godaita Jaypur Madhuvangoth road, Sarlahi",86,Road Division Chandranigahpur,100,,,Goverment,03-02-2023,7912000.0,611013617,,,0,RDCNP/33701169/2079/80-23
1164,Road Division Chandranigahpur,"Road Improvemtn Works along Baudhimai Na.pa.-2 inarwa Bazar dekhi Bakaiya Bandha samm,Aruwa khola dekhi sitalpur Math samm ra Sitalpur pahini dekhi Meva Gaun, Rautahat.",5831859.94,Works,NCB,In-Progress,RDCNP/33701169/2079/80-24,,,Only e-Bid,,,,"Inarwari, Rautahat",08-01-2023,Unit rate contract,Nepal,--Select Country--,--Select Country--,Dhiraj Nirman Sewa,Dhiraj Nirman Sewa,,,Single,,05-08-2024,05-07-2023,,05-07-2023,9655073.55,2079/80,,RDCNP/33701169/2079/80-24,No,0.0,0,,"Road Improvemtn Works along Baudhimai Na.pa.-2 inarwa Bazar dekhi Bakaiya Bandha samm,Aruwa khola dekhi sitalpur Math samm ra Sitalpur pahini dekhi Meva Gaun, Rautahat.",86,Road Division Chandranigahpur,100,,,Goverment,18-01-2023,0.0,605546529,,,0,RDCNP/33701169/2079/80-24
1165,Road Division Chandranigahpur,"Construction of Gravel Road along Birta Chowk dekhi Shripur hudai Samanpur Sadak, Rautahat",4145212.9,Works,NCB,In-Progress,RDCNP/33701169/2079/80-25,,,Only e-Bid,,,,"Hardiya, Rautahat",31-01-2023,Unit rate contract,Nepal,--Select Country--,--Select Country--,Pawan Suppyurs Jay Ma Durga Nirman Sewa,Pawan Suppyurs Jay Ma Durga Nirman Sewa,,,Single,,05-08-2024,05-07-2023,,05-07-2023,9608543.27,2079/80,,RDCNP/33701169/2079/80-25,No,0.0,0,,"Construction of Gravel Road along Birta Chowk dekhi Shripur hudai Samanpur Sadak, Rautahat",86,Road Division Chandranigahpur,100,,,Goverment,31-01-2023,0.0,304003695,,,0,RDCNP/33701169/2079/80-25
1166,Sandhikharka Municipality,Niraj Shrestha,14070033.33,Works,NCB,Completed,NCB/SM/R/P/03/2079/080,Others,,Only e-Bid,NCB/SM/R/P/03/2079/080,,,"Kathmandu Metropolitancity-14, Kathmandu",18-01-2023,Unit rate contract,Nepal,--Select Country--,--Select Country--,Suva Suyog Suppliers and Constructions,Suva Suyog Suppliers and Construction pvt.Ltd.,,,Single,,14-09-2025,15-08-2024,,15-08-2024,18966437.24,2079/80,,NCB/SM/R/P/03/2079/080,Yes,0.0,100,,Mathurabesi Pauwa Protection and Approach Road Construction,2128,Sandhikharka Municipality,100,,,Goverment,22-01-2023,0.0,610040685,,,0,NCB/SM/R/P/03/2079/080
1167,Sandhikharka Municipality,Shahidin Miya,13822137.56,Works,NCB,Completed,NCB/SM/R/P/04/2079/080,Others,,Only e-Bid,NCB/SM/R/P/04/2079/080,,,"Sandhikharka-1, Arghakhanchi",02-02-2023,Unit rate contract,Nepal,--Select Country--,--Select Country--,Shahid Nirman Sewa,Shahid Nirman Sewa,,,Single,,14-09-2025,15-08-2024,,15-08-2024,19500230.64,2079/80,,NCB/SM/R/P/04/2079/080,Yes,0.0,100,,Sahid Sarala Marga Rural Road Upgrading,2128,Sandhikharka Municipality,0,,,Goverment,10-02-2023,0.0,300118414,,,0,NCB/SM/R/P/04/2079/080
1168,Sunsari Morang Irrigation Project,Construction of Gabion Revetment with Launching Apron,62705371.67,Works,NCB,In-Progress,SMIP-05/NCB/078-79,,,Only e-Bid,SMIP-05/NCB/078-79,SMIP-05/NCB/078-79,SMIP-05/NCB/078-79,"Triyuga-2, Udayapur",11-08-2022,Unit rate contract,Nepal,Nepal,Nepal,Rautaha-Aashirbad-Regmi JV,Rautaha Construction Pvt. Ltd.,Aashirbad Nirman Sewa Pvt. Ltd.,Regmi Nirman Sewa,Joint Venture,,11-08-2024,10-08-2023,,10-08-2023,98100000.0,2078/79,,SMIP-05/078-79,No,62705371.67,20,,Construction of Gabion Revetment with Launching Apron in Saptakoshi River Chatara,282,Sunsari Morang Irrigation Project,40,30,30,Goverment,11-08-2022,0.0,302606786,602480486.0,300105081.0,0,SMIP-05/NCB/078-79
1169,Sunsari Morang Irrigation Project,Budhi Aqueduct Protection Works,403569776.08,Works,NCB,In-Progress,SMIP/06/NCB/078-79,,,Only e-Bid,SMIP/06/NCB/078-79,SMIP/06/NCB/078-79,SMIP/06/NCB/078-79,"Triyuga-11, Udayapur",06-12-2022,Unit rate contract,Nepal,Nepal,Nepal,Kankai/Bkoi/Churiya J.V,Kankai International Builders Pvt. Ltd,Bkoi Builders Pvt. Ltd,Churiya Builders Pvt. Ltd,Joint Venture,,05-12-2025,05-12-2024,,05-12-2024,403660776.89,2078/79,,SMIP/06/NCB/078-79,No,403569776.08,10,,Budhi Aqueduct Protection Work,282,Sunsari Morang Irrigation Project,34,33,33,Goverment,06-12-2022,0.0,300095281,300063826.0,609711060.0,0,SMIP/06/NCB/078-79
1170,Sunsari Morang Irrigation Project,Rehabilitation of Canal and Construction of Associated Structure,51998401.74,Works,NCB,In-Progress,SMIP-03/NCB/079-80,,,Only e-Bid,SMIP-03/NCB/2079-80,,,"Biratnagar-7, Morang",11-12-2022,Unit rate contract,Nepal,--Select Country--,--Select Country--,Masud Nirman Sewa Pvt. Ltd.,"Masud Nirman Sewa Pvt. Ltd., Biratnagar-7, Morang",,,Single,,09-12-2025,09-12-2024,,09-12-2024,54319342.0,2079/80,,SMIP-03/NCB/2079-80,No,51998401.74,30,,Rehabilitation of Canal and Construction of Associated Structure,282,Sunsari Morang Irrigation Project,100,,,Goverment,11-12-2022,0.0,300213184,,,0,SMIP-03/NCB/079-80
1171,Road Division Chandranigahpur,"Construction of R.C.C. drain along Chandrapur Na.pa. santapur bazar dekhi Basantapur Road , Rautahat",3140414.64,Works,NCB,In-Progress,RDCNP/33701169/2079/80-27,,,Only e-Bid,,,,"Brindawan-1, Rautahat",31-01-2023,Unit rate contract,Nepal,--Select Country--,--Select Country--,Arun and Rustam Nirman Sewa Pvt. Ltd,Arun and Rustam Nirman Sewa Pvt. Ltd,,,Single,,05-08-2024,05-07-2023,,05-07-2023,4811529.95,2079/80,,RDCNP/33701169/2079/80-27,No,0.0,0,,"Construction of R.C.C. drain along Chandrapur Na.pa. santapur bazar dekhi Basantapur Road , Rautahat",86,Road Division Chandranigahpur,100,,,Goverment,31-01-2023,0.0,609843949,,,0,RDCNP/33701169/2079/80-27
1172,Road Division Chandranigahpur,"Construction of Gravel Road along Samapur Chakrapath Sadak, Rautahat",2591129.55,Works,NCB,In-Progress,RDCNP/33701169/2079/80-29,,,Only e-Bid,,,,"Hardiya-6, Rautahat",20-01-2023,Unit rate contract,Nepal,--Select Country--,--Select Country--,Pawan Sappiers jay ma durga Nirman sewa,Pawan Sappiers jay ma durga Nirman sewa,,,Single,,20-08-2024,20-07-2023,,20-07-2023,4820767.03,2079/80,,RDCNP/33701169/2079/80-29,No,0.0,0,,"Construction of Gravel Road along Samapur Chakrapath Sadak, Rautahat",86,Road Division Chandranigahpur,100,,,Goverment,20-01-2023,0.0,304003695,,,0,RDCNP/33701169/2079/80-29
1173,Road Division Chandranigahpur,"Road Improvement (Major Giri ko ghar dekhi Naag mandir saam) along Chhanki Karmaiya Sadak, Sarlahi",11636771.07,Works,NCB,Completed,RDCNP/33701169/2079/80-31,,,Only e-Bid,607246481,,,"Hardiya-4, Rautahat",18-01-2023,Unit rate contract,Nepal,--Select Country--,--Select Country--,Baba Bishshwakarma Nirman Sewa,Baba Bishshwakarma Nirman Sewa,,,Single,,20-08-2024,20-07-2023,,20-07-2023,19287857.86,2079/80,,RDCNP/33701169/2079/80-31,No,0.0,100,,"Road Improvement (Major Giri ko ghar dekhi Naag mandir saam) along Chhanki Karmaiya Sadak, Sarlahi",86,Road Division Chandranigahpur,100,,,Goverment,18-01-2023,11514943.0,607246481,,,0,RDCNP/33701169/2079/80-31
1174,Road Division Chandranigahpur,"Bridge Protection works along Banke to Dhansar Section of MRM, Sarlahi- Rautahat and Jhanjh khola Bridge at Shivnagar,Rautahat.",5791260.17,Works,NCB,In-Progress,RDCNP/33701169/2079/80-32,,,Only e-Bid,,,,"Gaur-2, Rautahat",31-01-2023,Unit rate contract,Nepal,--Select Country--,--Select Country--,Aabishka constructions,Aabishka constructions,,,Single,,05-08-2024,05-07-2023,,05-07-2023,7723981.99,2079/80,,RDCNP/33701169/2079/80-32,No,0.0,0,,"Bridge Protection works along Banke to Dhansar Section of MRM, Sarlahi- Rautahat and Jhanjh khola Bridge at Shivnagar,Rautahat.",86,Road Division Chandranigahpur,100,,,Goverment,31-01-2023,0.0,608375409,,,0,RDCNP/33701169/2079/80-32
1175,Road Division Chandranigahpur,"Traffic safety works and Painting of Bridge along MRM Banke Dhansar Section,Rautahat & Sarlahi",2856121.92,Works,NCB,In-Progress,RDCNP/33701169/2079/80-33,,,Only e-Bid,,,,SangamTol Ilam,31-01-2023,Unit rate contract,Nepal,--Select Country--,--Select Country--,Helina Nirman Sewa,Helina Nirman Sewa,,,Single,,05-08-2024,05-07-2023,,05-07-2023,4788492.26,2079/80,,RDCNP/33701169/2079/80-33,No,0.0,0,,"Traffic safety works and Painting of Bridge along MRM Banke Dhansar Section,Rautahat & Sarlahi",86,Road Division Chandranigahpur,100,,,Goverment,31-01-2023,0.0,600134970,,,0,RDCNP/33701169/2079/80-33
1176,Road Division Chandranigahpur,"Construction of Box Culvert along Chandranigahpur-Gaur Road, Near Jingadiya Rautahat.",3508781.75,Works,NCB,In-Progress,RDCNP/33701169/2079/80-35,,,Only e-Bid,,,,"Chandrapur-5, Rautaht",03-02-2023,Unit rate contract,Nepal,--Select Country--,--Select Country--,Samagra construtions and sappiers pvt. ltd,Samagra construtions and sappiers pvt. ltd,,,Single,,10-08-2024,10-07-2023,,10-07-2023,4973714.4,2079/80,,RDCNP/33701169/2079/80-35,No,0.0,0,,"Construction of Box Culvert along Chandranigahpur-Gaur Road, Near Jingadiya Rautahat.",86,Road Division Chandranigahpur,100,,,Goverment,03-02-2023,0.0,606799889,,,0,RDCNP/33701169/2079/80-35
1177,Nepal Gandak West Canal Irrigation Management Office,Construction of Settling Basin in Nepal Gandak West Canal Irrigation System,346732615.06,Works,NCB,In-Progress,NGWCIMO/LGIRMTP/NCB-07/2079-80,,,Only e-Bid,,,,"Nepalgunj, Banke",20-12-2022,Unit rate contract,Nepal,Nepal,--Select Country--,Bhairab-Narayanam JV,Bhairab Construction Company Pvt.Ltd,Narayanam Nirman Sewa Pvt.Ltd,,Joint Venture,,18-06-2026,19-06-2025,,18-06-2025,387151021.7,2079/80,,NGWCIMO/LGIRMTP/NCB-07/2079-80,No,346732615.06,0,,Construction of Settling Basin,2459,Nepal Gandak West Canal Irrigation Management Office,51,49,,Goverment,23-12-2022,0.0,300051502,603537282.0,,0,NGWCIMO/LGIRMTP/NCB-07/2079-80
1178,Marin Rural Municipality,????? ????? ??????? ???? ???? ??? ??????? ?????,6000000.0,Goods,NCB,In-Progress,MRM/GOODS(Livestock)/NCB/01/2079-080,,samir bikram thapa,--Select Bidding Process --,MRM/GOODS(Livestock)/NCB/01/2079-080,,,"golanjor-5, sindhuli",29-11-2022,Contract for Supply of specific goods or other service,Nepal,--Select Country--,--Select Country--,dilli ratna group of company pvt ltd,dilli ratna group of company pvt ltd,,,Single,27-05-2023,,,,27-05-2023,6000000.0,2079/80,,MRM/GOODS(Livestock)/NCB/01/2079-080,No,0.0,0,27-05-2023,unnat jatka bangurko patha kharid tatha aapurti karya,1213,Marin Rural Municipality,100,,,--Select source of Fund --,29-11-2022,0.0,610097964,,,0,MRM/GOODS(Livestock)/NCB/01/2079-080
1179,"Irrigation and Water Resource Management Project, Rajapur, Bardiya",KRMP/KLB/NCB/EM-04/078/079,10295317.0,Works,NCB,Completed,KRMP/KLB/NCB/EM-04/078/079,,,Only e-Bid,,,,Gulariya Bardiya,01-04-2022,Unit rate contract,Nepal,--Select Country--,--Select Country--,Noori Construction,Noori Construction,,,Single,,,,,,19238117.0,2078/79,,EM-04,No,0.0,100,,Construction of slopping revetment and launchaing appron,696,"Irrigation and Water Resource Management Project, Rajapur, Bardiya",100,,,Goverment,02-04-2022,9380864.5,602323261,,,0,KRMP/KLB/NCB/EM-04/078/079
1180,"Urban Development & Building Office Ghorahi, Dang","Sahid Smiriti Pratisthan Construction Works, Pyuthan-04, Pyuthan.",1527033.0,Works,NCB,In-Progress,UDBO/DANG/NCB/WORKS/26-2079/80,,,Only e-Bid,,,,Pyuthan Na.pa-4,09-01-2023,Unit rate contract,Nepal,--Select Country--,--Select Country--,Kakshapati Nirman Sewa,Kakshapati Nirman Sewa,,,Single,,,,,14-05-2023,2041896.76,2079/80,,UDBO/DANG/NCB/WORKS/26-2079/80,No,1527033.0,20,,"Sahid Smiriti Pratisthan Construction Works, Pyuthan-04, Pyuthan.",2015,"Urban Development & Building Office Ghorahi, Dang",100,,,Goverment,14-01-2023,0.0,300119301,,,0,UDBO/DANG/NCB/WORKS/26-2079/80
1181,"Urban Development & Building Office Ghorahi, Dang","Sworgdwari Campus SabhaHall and other infrastructure ConstructionWork, Pyuthan.",3089622.95,Works,NCB,In-Progress,UDBO/DANG/NCB/WORKS/25-2079/80,,,Only e-Bid,,,,"Pyuthan Na.pa-4,Pyuthan.",09-01-2023,Unit rate contract,Nepal,--Select Country--,--Select Country--,Amod Nirman Sewa,Amod Nirman Sewa,,,Single,,,,,14-05-2023,4845439.25,2079/80,,UDBO/DANG/NCB/WORKS/25-2079/80,No,3089622.95,0,,"Sworgdwari Campus SabhaHall and other infrastructure ConstructionWork, Pyuthan.",2015,"Urban Development & Building Office Ghorahi, Dang",100,,,Goverment,14-01-2023,0.0,600085010,,,0,UDBO/DANG/NCB/WORKS/25-2079/80
1182,"Urban Development & Building Office Ghorahi, Dang","Pahelpar, Haripauri Ganari Basti Bikash (Drain&Road Construction works),Tulsipur-15,Dang.",23056595.97,Works,NCB,In-Progress,UDBO/DANG/NCB/WORKS/16-2078/79,,,Only e-Bid,,,,"Tulsipur-5, Dang.",08-02-2023,Unit rate contract,Nepal,--Select Country--,--Select Country--,Suraj Nirman Sewa,Suraj Nirman Sewa,,,Single,,,,,14-02-2024,31257848.81,2079/80,,UDBO/DANG/NCB/WORKS/16-2079/80,No,23056595.97,0,,"Pahelpar, Haripauri Ganari Basti Bikash (Drain&Road Construction works),Tulsipur-15,Dang.",2015,"Urban Development & Building Office Ghorahi, Dang",100,,,Goverment,14-02-2023,0.0,300003323,,,0,UDBO/DANG/NCB/WORKS/16-2078/79
1183,"Urban Development & Building Office Ghorahi, Dang","Tikuli Gaun Tharu Basti Gidhaniya Basti Bikas (Road and Drain Works),Tulsipur-13, Dang.",22950545.99,Works,NCB,In-Progress,UDBO/DANG/NCB/WORKS/17-2079/80,,,Only e-Bid,,,,"Tulsipur-5, Dang",08-02-2023,Unit rate contract,Nepal,--Select Country--,--Select Country--,Suraj Nirman Sewa,Suraj Nirman Sewa,,,Single,,,,,14-02-2024,31175349.62,2079/80,,UDBO/DANG/NCB/WORKS/17-2079/80,No,22950545.99,0,,"Tikuli Gaun Tharu Basti Gidhaniya Basti Bikas (Road and Drain Works),Tulsipur-13, Dang.",2015,"Urban Development & Building Office Ghorahi, Dang",100,,,Goverment,14-02-2023,0.0,300003323,,,0,UDBO/DANG/NCB/WORKS/17-2079/80
1184,"Urban Development & Building Office Ghorahi, Dang","Rajapur, Uttari Kapara Devi Bankatta Gau Basti Bikas ( Drain & Road Construction works) , Tulsipur-6, Dang",21723898.78,Works,NCB,In-Progress,UDBO/DANG/NCB/WORKS/18-2079/80,,,Only e-Bid,,,,"Tulsipur, Dang.",10-02-2023,Unit rate contract,Nepal,Nepal,--Select Country--,Shandar-Ankit & Jenisha JV,Shandar Nirman Sewa,Ankit and Jenisha Nirman Sewa,,Joint Venture,,,,,16-02-2024,30825349.98,2079/80,,UDBO/DANG/NCB/WORKS/18-2079/80,No,21723898.78,0,,"Rajapur, Uttari Kapara Devi Bankatta Gau Basti Bikas ( Drain & Road Construction works) , Tulsipur-6, Dang",2015,"Urban Development & Building Office Ghorahi, Dang",51,49,,Goverment,16-02-2023,0.0,305477011,305628176.0,,0,UDBO/DANG/NCB/WORKS/18-2079/80
1185,"Urban Development & Building Office Ghorahi, Dang","Rajhena Rajheni - Kachila Kachili Basti Bikas (Drain and Road Construction Works), Tulsipur-12 , Dang.",21721867.04,Works,NCB,In-Progress,UDBO/DANG/NCB/WORKS/19-2079/80,,,Only e-Bid,,,,"Tulsipur, Dang.",12-02-2023,Unit rate contract,Nepal,Nepal,--Select Country--,Ankit & Jenisha-Bhairav JV,Ankit and Jenisha Nirman Sewa,Bhairav Nirman Sewa,,Joint Venture,,,,,16-02-2024,30587540.91,2079/80,,UDBO/DANG/NCB/WORKS/19-2079/80,No,21721867.04,0,,"Rajhena Rajheni - Kachila Kachili Basti Bikas (Drain and Road Construction Works), Tulsipur-12 , Dang.",2015,"Urban Development & Building Office Ghorahi, Dang",51,49,,Goverment,17-02-2023,0.0,305628176,301729051.0,,0,UDBO/DANG/NCB/WORKS/19-2079/80
1186,Bhumikasthan Municipality,Samnekhola Gerumata Siudeni Chhedapokhari Motorable Road Upgrading Works.,7154765.73,Works,NCB,Completed,01/BMA/W/UPG/2079/080,,,Only e-Bid,01/BMA/W/UPG/2079/080,,,Sandhikharka-Arghakhanchi,21-10-2022,Unit rate contract,Nepal,--Select Country--,--Select Country--,Krishna Khatri,Krishna Khatri,,,Single,,15-12-2024,15-12-2023,,15-12-2023,10001905.21,2079/80,,01/BMA/W/UPG/2079/080,No,0.0,100,,Motorable Road Upgrading Works.,1913,Bhumikasthan Municipality,100,,,Goverment,21-10-2022,5000000.0,606352273,,,0,01/BMA/W/UPG/2079/080
1187,Bhumikasthan Municipality,Nachnechour Jhakrisala Motorable Road Upgrading Works.,6647587.69,Works,NCB,Completed,02/BMA/W/UPG/2079/080,,,--Select Bidding Process --,02/BMA/W/UPG/2079/080,,,"Malarani-5, Arghakhanchi",19-10-2022,Unit rate contract,Nepal,--Select Country--,--Select Country--,Khuma Pandey,Khuma Pandey,,,Single,,15-12-2024,15-12-2023,,15-12-2023,10004662.21,2079/80,,02/BMA/W/UPG/2079/080,No,0.0,100,,Motorable Road Upgrading Works.,1913,Bhumikasthan Municipality,100,,,Goverment,19-10-2022,4875271.1,302617203,,,0,02/BMA/W/UPG/2079/080
1188,"Infrastructure Development Office , Kailali",Construction & Upgrading of 5 Different Road of Bardagoriya ward no 1 & 4 Kailali,5854580.64,Works,NCB,In-Progress,IDOKAILALI/W/NCB/079/080-25,,,Only e-Bid,,,,Bardagoriya Kailali,26-02-2023,Unit rate contract,Nepal,--Select Country--,--Select Country--,JSBR Construction,JSBR Construction,,,Single,,10-07-2024,10-07-2023,,10-07-2023,7724315.14,2079/80,,IDOKAILALI/W/NCB/079/080-25,No,5854580.64,0,,Construction & Upgrading of 5 Different Road of Bardagoriya ward no 1 & 4 Kailali,2162,"Infrastructure Development Office , Kailali",100,,,Goverment,26-02-2023,0.0,610639632,,,0,IDOKAILALI/W/NCB/079/080-25
1189,106 Division Road Office Harkapur,Roadway excavation Structural works on Jayaram Kurleghat(Dudhkoshi Corridor),2897910.43,Works,NCB,In-Progress,RDHKR/33701169/2079/80-11,,,Only e-Bid,,,,Triyuga,12-02-2023,Unit rate contract,Nepal,--Select Country--,--Select Country--,Nabita And Lopchan Construction Pvt. Ltd.,Nabita And Lopchan Construction Pvt. Ltd.,,,Single,,,,,,4271441.95,2079/80,,06/RDHKR/2079/80,No,2897910.43,0,,Roadway excavation Structural works on Jayaram Kurleghat(Dudhkoshi Corridor),80,106 Division Road Office Harkapur,100,,,Goverment,12-02-2023,0.0,606737711,,,0,RDHKR/33701169/2079/80-11
1190,106 Division Road Office Harkapur,Roadway Excavation structural works on Halesi Kartike Sunkoshi sadak starronati Halesi Tuwachung Na. Pa.,3692162.0,Works,NCB,In-Progress,RDHKR/33701169/2079/80-12,,,Only e-Bid,,,,Khotang,15-02-2023,Unit rate contract,Nepal,--Select Country--,--Select Country--,Sugam Safal Construction Pvt. Ltd.,Sugam Safal Construction Pvt. Ltd.,,,Single,,,,,,4270890.52,2079/80,,06/RDHKR/2079/80,No,3692162.0,0,,Roadway Excavation structural works on Halesi Kartike Sunkoshi sadak starronati Halesi Tuwachung Na. Pa.,80,106 Division Road Office Harkapur,100,,,Goverment,15-02-2023,0.0,606570015,,,0,RDHKR/33701169/2079/80-12
1191,106 Division Road Office Harkapur,Roadway excavation structural works on Mewa Dovan Joraap Sadak,4642544.77,Works,NCB,In-Progress,RDHKR/33701169/2079/80-13,,,Only e-Bid,,,,Khotang,12-02-2023,Unit rate contract,Nepal,--Select Country--,--Select Country--,Super Saugat Suppliers & Construction Pvt. Ltd,Super Saugat Suppliers & Construction Pvt. Ltd,,,Single,,,,,,4999790.93,2079/80,,06/RDHKR/2079/80,No,4642544.77,0,,Roadway excavation structural works on Mewa Dovan Joraap Sadak,80,106 Division Road Office Harkapur,100,,,Goverment,12-02-2023,0.0,609625075,,,0,RDHKR/33701169/2079/80-13
1192,106 Division Road Office Harkapur,"Roadway Excavation, Structural Works on Khotang-Sunkoshi-Bataseghat, Chumakhu, Bohemma (bhanjyaag), Tri-dharmik (Kirat, Hindu, Bauda) Haleshi Gufa samma Holesung -Janak Rai Marga",3936880.45,Works,NCB,In-Progress,RDHKR/33701169/2079/80-15,,,Only e-Bid,,,,Khotang,15-02-2023,Unit rate contract,Nepal,--Select Country--,--Select Country--,Sugam Safal Construction Pvt. Ltd.,Sugam Safal Construction Pvt. Ltd.,,,Single,,,,,,4272637.39,2079/80,,06/RDHKR/2079/80,No,3936880.45,0,,"Roadway Excavation, Structural Works on Khotang-Sunkoshi-Bataseghat, Chumakhu, Bohemma (bhanjyaag), Tri-dharmik (Kirat, Hindu, Bauda) Haleshi Gufa samma Holesung -Janak Rai Marga",80,106 Division Road Office Harkapur,100,,,Goverment,15-02-2023,0.0,606570015,,,0,RDHKR/33701169/2079/80-15
1193,106 Division Road Office Harkapur,Roadway Excavation & Structural Works on Sakela Ga.Pa. 1 Badung Madhyapahadi Pidadudada Sadak,3519748.86,Works,NCB,In-Progress,RDHKR/33701169/2079/80-16,,,Only e-Bid,,,,Khotang,12-02-2023,Unit rate contract,Nepal,--Select Country--,--Select Country--,Mahadev Sthan Nirman Sewa,Mahadev Sthan Nirman Sewa,,,Single,,,,,,4273440.61,2079/80,,06/RDHKR/2079/80,No,3519748.86,100,,Roadway Excavation & Structural Works on Sakela Ga.Pa. 1 Badung Madhyapahadi Pidadudada Sadak,80,106 Division Road Office Harkapur,100,,,Goverment,,0.0,300105676,,,0,RDHKR/33701169/2079/80-16
1194,106 Division Road Office Harkapur,Roadway Excavation & Structural Works on Khotang Diktel Sakela Ga.Pa.1 Madyapahadi Lokmarg-Sakela Ga.Pa. Bhawan Manevanjang Khidim-Muldada Rokising Vanjang Thamkharka Airport,3759042.75,Works,NCB,In-Progress,RDHKR/33701169/2079/80-17,,,Only e-Bid,,,,Khotang,12-02-2023,Unit rate contract,Nepal,--Select Country--,--Select Country--,Mahadev Sthan Nirman Sewa,Mahadev Sthan Nirman Sewa,,,Single,,,,,,4272613.83,2079/80,,06/RDHKR/2079/80,No,3759042.75,0,,Roadway Excavation & Structural Works on Khotang Diktel Sakela Ga.Pa.1 Madyapahadi Lokmarg-Sakela Ga.Pa. Bhawan Manevanjang Khidim-Muldada Rokising Vanjang Thamkharka Airport,80,106 Division Road Office Harkapur,100,,,Goverment,12-02-2023,0.0,300105676,,,0,RDHKR/33701169/2079/80-17
